text,labels
262 231 101 [SEP] [MASK] [MASK],262 231
239 298 125 [SEP] [MASK] [MASK],298 239
69 147 31 [SEP] [MASK] [MASK],147 69
102 182 220 [SEP] [MASK] [MASK],220 182
216 325 21 [SEP] [MASK] [MASK],325 216
303 309 189 [SEP] [MASK] [MASK],309 303
111 197 285 [SEP] [MASK] [MASK],285 197
34 131 109 [SEP] [MASK] [MASK],131 109
308 238 233 [SEP] [MASK] [MASK],308 238
225 50 305 [SEP] [MASK] [MASK],305 225
158 33 289 [SEP] [MASK] [MASK],289 158
233 28 169 [SEP] [MASK] [MASK],233 169
311 173 59 [SEP] [MASK] [MASK],311 173
254 201 42 [SEP] [MASK] [MASK],254 201
275 235 15 [SEP] [MASK] [MASK],275 235
37 211 172 [SEP] [MASK] [MASK],211 172
244 298 249 [SEP] [MASK] [MASK],298 249
238 5 39 [SEP] [MASK] [MASK],238 39
6 88 293 [SEP] [MASK] [MASK],293 88
169 316 6 [SEP] [MASK] [MASK],316 169
331 107 314 [SEP] [MASK] [MASK],331 314
212 334 70 [SEP] [MASK] [MASK],334 212
138 133 182 [SEP] [MASK] [MASK],182 138
265 171 69 [SEP] [MASK] [MASK],265 171
210 259 296 [SEP] [MASK] [MASK],296 259
79 272 195 [SEP] [MASK] [MASK],272 195
4 130 311 [SEP] [MASK] [MASK],311 130
10 250 192 [SEP] [MASK] [MASK],250 192
40 100 8 [SEP] [MASK] [MASK],100 40
130 183 151 [SEP] [MASK] [MASK],183 151
45 262 331 [SEP] [MASK] [MASK],331 262
75 299 199 [SEP] [MASK] [MASK],299 199
45 320 319 [SEP] [MASK] [MASK],320 319
280 188 292 [SEP] [MASK] [MASK],292 280
131 124 241 [SEP] [MASK] [MASK],241 131
104 219 135 [SEP] [MASK] [MASK],219 135
136 271 51 [SEP] [MASK] [MASK],271 136
230 117 6 [SEP] [MASK] [MASK],230 117
292 218 244 [SEP] [MASK] [MASK],292 244
94 171 169 [SEP] [MASK] [MASK],171 169
259 155 157 [SEP] [MASK] [MASK],259 157
314 131 74 [SEP] [MASK] [MASK],314 131
116 34 177 [SEP] [MASK] [MASK],177 116
21 232 30 [SEP] [MASK] [MASK],232 30
127 209 263 [SEP] [MASK] [MASK],263 209
325 207 141 [SEP] [MASK] [MASK],325 207
276 11 225 [SEP] [MASK] [MASK],276 225
81 89 231 [SEP] [MASK] [MASK],231 89
35 159 331 [SEP] [MASK] [MASK],331 159
253 284 83 [SEP] [MASK] [MASK],284 253
291 261 31 [SEP] [MASK] [MASK],291 261
229 35 341 [SEP] [MASK] [MASK],341 229
189 71 48 [SEP] [MASK] [MASK],189 71
138 2 162 [SEP] [MASK] [MASK],162 138
267 23 298 [SEP] [MASK] [MASK],298 267
318 214 10 [SEP] [MASK] [MASK],318 214
103 187 258 [SEP] [MASK] [MASK],258 187
23 31 93 [SEP] [MASK] [MASK],93 31
24 144 125 [SEP] [MASK] [MASK],144 125
78 28 272 [SEP] [MASK] [MASK],272 78
233 6 276 [SEP] [MASK] [MASK],276 233
107 242 6 [SEP] [MASK] [MASK],242 107
143 318 176 [SEP] [MASK] [MASK],318 176
177 230 118 [SEP] [MASK] [MASK],230 177
96 311 37 [SEP] [MASK] [MASK],311 96
186 115 311 [SEP] [MASK] [MASK],311 186
274 280 57 [SEP] [MASK] [MASK],280 274
253 319 225 [SEP] [MASK] [MASK],319 253
94 315 188 [SEP] [MASK] [MASK],315 188
139 3 24 [SEP] [MASK] [MASK],139 24
323 66 29 [SEP] [MASK] [MASK],323 66
52 124 205 [SEP] [MASK] [MASK],205 124
10 268 297 [SEP] [MASK] [MASK],297 268
122 127 11 [SEP] [MASK] [MASK],127 122
197 235 57 [SEP] [MASK] [MASK],235 197
331 40 36 [SEP] [MASK] [MASK],331 40
57 259 35 [SEP] [MASK] [MASK],259 57
98 163 330 [SEP] [MASK] [MASK],330 163
148 43 67 [SEP] [MASK] [MASK],148 67
139 60 109 [SEP] [MASK] [MASK],139 109
102 199 146 [SEP] [MASK] [MASK],199 146
82 271 102 [SEP] [MASK] [MASK],271 102
151 140 76 [SEP] [MASK] [MASK],151 140
225 13 334 [SEP] [MASK] [MASK],334 225
103 93 177 [SEP] [MASK] [MASK],177 103
148 237 80 [SEP] [MASK] [MASK],237 148
238 322 165 [SEP] [MASK] [MASK],322 238
233 172 302 [SEP] [MASK] [MASK],302 233
273 149 182 [SEP] [MASK] [MASK],273 182
219 83 331 [SEP] [MASK] [MASK],331 219
136 284 338 [SEP] [MASK] [MASK],338 284
194 329 186 [SEP] [MASK] [MASK],329 194
49 189 62 [SEP] [MASK] [MASK],189 62
265 85 310 [SEP] [MASK] [MASK],310 265
80 296 65 [SEP] [MASK] [MASK],296 80
311 203 322 [SEP] [MASK] [MASK],322 311
177 171 239 [SEP] [MASK] [MASK],239 177
146 11 237 [SEP] [MASK] [MASK],237 146
150 146 263 [SEP] [MASK] [MASK],263 150
95 88 247 [SEP] [MASK] [MASK],247 95
255 183 69 [SEP] [MASK] [MASK],255 183
203 286 32 [SEP] [MASK] [MASK],286 203
1 333 224 [SEP] [MASK] [MASK],333 224
291 44 277 [SEP] [MASK] [MASK],291 277
47 14 133 [SEP] [MASK] [MASK],133 47
44 151 82 [SEP] [MASK] [MASK],151 82
114 312 71 [SEP] [MASK] [MASK],312 114
29 33 296 [SEP] [MASK] [MASK],296 33
149 67 229 [SEP] [MASK] [MASK],229 149
240 173 207 [SEP] [MASK] [MASK],240 207
308 322 182 [SEP] [MASK] [MASK],322 308
219 146 117 [SEP] [MASK] [MASK],219 146
258 264 209 [SEP] [MASK] [MASK],264 258
260 199 262 [SEP] [MASK] [MASK],262 260
146 69 127 [SEP] [MASK] [MASK],146 127
275 198 219 [SEP] [MASK] [MASK],275 219
144 264 62 [SEP] [MASK] [MASK],264 144
117 301 287 [SEP] [MASK] [MASK],301 287
92 105 305 [SEP] [MASK] [MASK],305 105
77 22 285 [SEP] [MASK] [MASK],285 77
56 288 201 [SEP] [MASK] [MASK],288 201
183 241 15 [SEP] [MASK] [MASK],241 183
63 334 99 [SEP] [MASK] [MASK],334 99
185 315 17 [SEP] [MASK] [MASK],315 185
273 118 338 [SEP] [MASK] [MASK],338 273
29 337 24 [SEP] [MASK] [MASK],337 29
159 331 279 [SEP] [MASK] [MASK],331 279
324 174 128 [SEP] [MASK] [MASK],324 174
165 130 320 [SEP] [MASK] [MASK],320 165
58 94 212 [SEP] [MASK] [MASK],212 94
305 38 32 [SEP] [MASK] [MASK],305 38
263 254 205 [SEP] [MASK] [MASK],263 254
166 176 154 [SEP] [MASK] [MASK],176 166
182 144 200 [SEP] [MASK] [MASK],200 182
244 20 254 [SEP] [MASK] [MASK],254 244
54 233 193 [SEP] [MASK] [MASK],233 193
108 65 298 [SEP] [MASK] [MASK],298 108
47 2 242 [SEP] [MASK] [MASK],242 47
178 268 276 [SEP] [MASK] [MASK],276 268
15 122 171 [SEP] [MASK] [MASK],171 122
233 211 71 [SEP] [MASK] [MASK],233 211
93 252 16 [SEP] [MASK] [MASK],252 93
66 24 181 [SEP] [MASK] [MASK],181 66
27 44 184 [SEP] [MASK] [MASK],184 44
203 138 264 [SEP] [MASK] [MASK],264 203
82 169 296 [SEP] [MASK] [MASK],296 169
226 207 66 [SEP] [MASK] [MASK],226 207
207 324 69 [SEP] [MASK] [MASK],324 207
289 327 110 [SEP] [MASK] [MASK],327 289
267 323 175 [SEP] [MASK] [MASK],323 267
69 158 332 [SEP] [MASK] [MASK],332 158
132 112 174 [SEP] [MASK] [MASK],174 132
148 327 247 [SEP] [MASK] [MASK],327 247
106 340 25 [SEP] [MASK] [MASK],340 106
303 126 3 [SEP] [MASK] [MASK],303 126
323 222 307 [SEP] [MASK] [MASK],323 307
299 62 95 [SEP] [MASK] [MASK],299 95
309 313 68 [SEP] [MASK] [MASK],313 309
33 129 257 [SEP] [MASK] [MASK],257 129
217 90 138 [SEP] [MASK] [MASK],217 138
55 291 111 [SEP] [MASK] [MASK],291 111
148 222 207 [SEP] [MASK] [MASK],222 207
322 49 311 [SEP] [MASK] [MASK],322 311
327 331 120 [SEP] [MASK] [MASK],331 327
151 1 63 [SEP] [MASK] [MASK],151 63
75 220 19 [SEP] [MASK] [MASK],220 75
281 209 220 [SEP] [MASK] [MASK],281 220
288 116 182 [SEP] [MASK] [MASK],288 182
282 196 318 [SEP] [MASK] [MASK],318 282
272 112 54 [SEP] [MASK] [MASK],272 112
253 38 141 [SEP] [MASK] [MASK],253 141
220 12 81 [SEP] [MASK] [MASK],220 81
60 1 182 [SEP] [MASK] [MASK],182 60
3 113 63 [SEP] [MASK] [MASK],113 63
119 335 213 [SEP] [MASK] [MASK],335 213
262 207 290 [SEP] [MASK] [MASK],290 262
283 47 136 [SEP] [MASK] [MASK],283 136
260 327 113 [SEP] [MASK] [MASK],327 260
193 223 108 [SEP] [MASK] [MASK],223 193
175 204 296 [SEP] [MASK] [MASK],296 204
220 163 9 [SEP] [MASK] [MASK],220 163
114 325 21 [SEP] [MASK] [MASK],325 114
140 27 235 [SEP] [MASK] [MASK],235 140
23 254 256 [SEP] [MASK] [MASK],256 254
240 336 173 [SEP] [MASK] [MASK],336 240
92 125 216 [SEP] [MASK] [MASK],216 125
71 15 155 [SEP] [MASK] [MASK],155 71
189 100 252 [SEP] [MASK] [MASK],252 189
169 199 166 [SEP] [MASK] [MASK],199 169
4 51 164 [SEP] [MASK] [MASK],164 51
210 86 202 [SEP] [MASK] [MASK],210 202
133 247 318 [SEP] [MASK] [MASK],318 247
25 57 178 [SEP] [MASK] [MASK],178 57
88 254 213 [SEP] [MASK] [MASK],254 213
193 21 228 [SEP] [MASK] [MASK],228 193
107 256 154 [SEP] [MASK] [MASK],256 154
247 56 74 [SEP] [MASK] [MASK],247 74
87 108 246 [SEP] [MASK] [MASK],246 108
296 216 287 [SEP] [MASK] [MASK],296 287
241 17 197 [SEP] [MASK] [MASK],241 197
141 299 49 [SEP] [MASK] [MASK],299 141
17 310 135 [SEP] [MASK] [MASK],310 135
6 244 198 [SEP] [MASK] [MASK],244 198
213 313 241 [SEP] [MASK] [MASK],313 241
279 157 302 [SEP] [MASK] [MASK],302 279
310 298 152 [SEP] [MASK] [MASK],310 298
67 189 124 [SEP] [MASK] [MASK],189 124
153 160 92 [SEP] [MASK] [MASK],160 153
178 134 102 [SEP] [MASK] [MASK],178 134
77 1 166 [SEP] [MASK] [MASK],166 77
95 310 182 [SEP] [MASK] [MASK],310 182
201 17 223 [SEP] [MASK] [MASK],223 201
118 13 301 [SEP] [MASK] [MASK],301 118
234 170 308 [SEP] [MASK] [MASK],308 234
125 203 193 [SEP] [MASK] [MASK],203 193
12 285 101 [SEP] [MASK] [MASK],285 101
162 329 2 [SEP] [MASK] [MASK],329 162
240 211 269 [SEP] [MASK] [MASK],269 240
289 278 294 [SEP] [MASK] [MASK],294 289
107 133 336 [SEP] [MASK] [MASK],336 133
286 254 144 [SEP] [MASK] [MASK],286 254
183 273 58 [SEP] [MASK] [MASK],273 183
272 1 205 [SEP] [MASK] [MASK],272 205
197 95 311 [SEP] [MASK] [MASK],311 197
181 328 214 [SEP] [MASK] [MASK],328 214
271 176 41 [SEP] [MASK] [MASK],271 176
113 291 204 [SEP] [MASK] [MASK],291 204
326 207 248 [SEP] [MASK] [MASK],326 248
92 333 328 [SEP] [MASK] [MASK],333 328
287 331 59 [SEP] [MASK] [MASK],331 287
338 32 230 [SEP] [MASK] [MASK],338 230
213 300 106 [SEP] [MASK] [MASK],300 213
197 329 105 [SEP] [MASK] [MASK],329 197
16 25 262 [SEP] [MASK] [MASK],262 25
34 148 291 [SEP] [MASK] [MASK],291 148
32 71 236 [SEP] [MASK] [MASK],236 71
337 109 148 [SEP] [MASK] [MASK],337 148
165 213 287 [SEP] [MASK] [MASK],287 213
120 281 151 [SEP] [MASK] [MASK],281 151
164 243 171 [SEP] [MASK] [MASK],243 171
278 238 88 [SEP] [MASK] [MASK],278 238
73 70 112 [SEP] [MASK] [MASK],112 73
191 251 135 [SEP] [MASK] [MASK],251 191
86 132 27 [SEP] [MASK] [MASK],132 86
327 287 128 [SEP] [MASK] [MASK],327 287
58 113 17 [SEP] [MASK] [MASK],113 58
189 154 216 [SEP] [MASK] [MASK],216 189
216 227 338 [SEP] [MASK] [MASK],338 227
248 241 68 [SEP] [MASK] [MASK],248 241
11 52 306 [SEP] [MASK] [MASK],306 52
218 111 206 [SEP] [MASK] [MASK],218 206
260 185 290 [SEP] [MASK] [MASK],290 260
201 164 203 [SEP] [MASK] [MASK],203 201
221 27 259 [SEP] [MASK] [MASK],259 221
171 111 249 [SEP] [MASK] [MASK],249 171
7 215 321 [SEP] [MASK] [MASK],321 215
147 305 279 [SEP] [MASK] [MASK],305 279
112 226 73 [SEP] [MASK] [MASK],226 112
175 29 27 [SEP] [MASK] [MASK],175 29
302 319 263 [SEP] [MASK] [MASK],319 302
67 103 265 [SEP] [MASK] [MASK],265 103
162 134 289 [SEP] [MASK] [MASK],289 162
259 300 16 [SEP] [MASK] [MASK],300 259
110 121 122 [SEP] [MASK] [MASK],122 121
209 303 103 [SEP] [MASK] [MASK],303 209
235 284 110 [SEP] [MASK] [MASK],284 235
28 269 74 [SEP] [MASK] [MASK],269 74
269 97 313 [SEP] [MASK] [MASK],313 269
76 39 282 [SEP] [MASK] [MASK],282 76
50 147 148 [SEP] [MASK] [MASK],148 147
250 158 306 [SEP] [MASK] [MASK],306 250
22 208 47 [SEP] [MASK] [MASK],208 47
128 194 193 [SEP] [MASK] [MASK],194 193
337 170 51 [SEP] [MASK] [MASK],337 170
275 72 305 [SEP] [MASK] [MASK],305 275
6 267 54 [SEP] [MASK] [MASK],267 54
206 205 31 [SEP] [MASK] [MASK],206 205
210 163 85 [SEP] [MASK] [MASK],210 163
60 22 115 [SEP] [MASK] [MASK],115 60
270 113 46 [SEP] [MASK] [MASK],270 113
97 179 308 [SEP] [MASK] [MASK],308 179
250 287 191 [SEP] [MASK] [MASK],287 250
123 60 29 [SEP] [MASK] [MASK],123 60
297 66 262 [SEP] [MASK] [MASK],297 262
92 129 224 [SEP] [MASK] [MASK],224 129
231 98 136 [SEP] [MASK] [MASK],231 136
240 304 242 [SEP] [MASK] [MASK],304 242
68 99 182 [SEP] [MASK] [MASK],182 99
62 294 147 [SEP] [MASK] [MASK],294 147
323 314 328 [SEP] [MASK] [MASK],328 323
336 236 301 [SEP] [MASK] [MASK],336 301
182 140 310 [SEP] [MASK] [MASK],310 182
167 235 222 [SEP] [MASK] [MASK],235 222
194 99 25 [SEP] [MASK] [MASK],194 99
278 321 59 [SEP] [MASK] [MASK],321 278
150 106 111 [SEP] [MASK] [MASK],150 111
239 137 240 [SEP] [MASK] [MASK],240 239
40 153 92 [SEP] [MASK] [MASK],153 92
125 235 225 [SEP] [MASK] [MASK],235 225
103 337 247 [SEP] [MASK] [MASK],337 247
184 100 200 [SEP] [MASK] [MASK],200 184
45 329 281 [SEP] [MASK] [MASK],329 281
15 182 180 [SEP] [MASK] [MASK],182 180
171 123 122 [SEP] [MASK] [MASK],171 123
151 241 185 [SEP] [MASK] [MASK],241 185
237 224 193 [SEP] [MASK] [MASK],237 224
44 237 171 [SEP] [MASK] [MASK],237 171
322 182 51 [SEP] [MASK] [MASK],322 182
305 175 288 [SEP] [MASK] [MASK],305 288
299 85 282 [SEP] [MASK] [MASK],299 282
262 98 306 [SEP] [MASK] [MASK],306 262
287 18 339 [SEP] [MASK] [MASK],339 287
220 85 168 [SEP] [MASK] [MASK],220 168
109 44 221 [SEP] [MASK] [MASK],221 109
269 110 261 [SEP] [MASK] [MASK],269 261
27 208 80 [SEP] [MASK] [MASK],208 80
176 111 313 [SEP] [MASK] [MASK],313 176
326 214 158 [SEP] [MASK] [MASK],326 214
159 39 68 [SEP] [MASK] [MASK],159 68
286 292 92 [SEP] [MASK] [MASK],292 286
312 134 318 [SEP] [MASK] [MASK],318 312
308 13 99 [SEP] [MASK] [MASK],308 99
50 114 126 [SEP] [MASK] [MASK],126 114
176 154 252 [SEP] [MASK] [MASK],252 176
263 245 35 [SEP] [MASK] [MASK],263 245
296 125 154 [SEP] [MASK] [MASK],296 154
44 170 55 [SEP] [MASK] [MASK],170 55
303 232 260 [SEP] [MASK] [MASK],303 260
120 238 219 [SEP] [MASK] [MASK],238 219
177 133 13 [SEP] [MASK] [MASK],177 133
222 6 208 [SEP] [MASK] [MASK],222 208
301 35 65 [SEP] [MASK] [MASK],301 65
17 278 259 [SEP] [MASK] [MASK],278 259
256 237 224 [SEP] [MASK] [MASK],256 237
29 34 293 [SEP] [MASK] [MASK],293 34
142 273 65 [SEP] [MASK] [MASK],273 142
134 191 204 [SEP] [MASK] [MASK],204 191
133 276 235 [SEP] [MASK] [MASK],276 235
186 286 252 [SEP] [MASK] [MASK],286 252
238 292 234 [SEP] [MASK] [MASK],292 238
158 316 133 [SEP] [MASK] [MASK],316 158
239 62 301 [SEP] [MASK] [MASK],301 239
194 35 296 [SEP] [MASK] [MASK],296 194
333 197 218 [SEP] [MASK] [MASK],333 218
53 64 281 [SEP] [MASK] [MASK],281 64
55 321 47 [SEP] [MASK] [MASK],321 55
97 233 252 [SEP] [MASK] [MASK],252 233
255 341 213 [SEP] [MASK] [MASK],341 255
181 136 153 [SEP] [MASK] [MASK],181 153
215 4 165 [SEP] [MASK] [MASK],215 165
46 250 14 [SEP] [MASK] [MASK],250 46
257 42 126 [SEP] [MASK] [MASK],257 126
9 6 275 [SEP] [MASK] [MASK],275 9
12 29 267 [SEP] [MASK] [MASK],267 29
150 118 112 [SEP] [MASK] [MASK],150 118
115 12 319 [SEP] [MASK] [MASK],319 115
27 108 47 [SEP] [MASK] [MASK],108 47
203 332 314 [SEP] [MASK] [MASK],332 314
190 25 222 [SEP] [MASK] [MASK],222 190
316 209 47 [SEP] [MASK] [MASK],316 209
16 256 161 [SEP] [MASK] [MASK],256 161
326 330 262 [SEP] [MASK] [MASK],330 326
136 77 227 [SEP] [MASK] [MASK],227 136
260 162 282 [SEP] [MASK] [MASK],282 260
93 162 308 [SEP] [MASK] [MASK],308 162
56 229 310 [SEP] [MASK] [MASK],310 229
102 105 142 [SEP] [MASK] [MASK],142 105
276 113 231 [SEP] [MASK] [MASK],276 231
297 211 42 [SEP] [MASK] [MASK],297 211
125 147 78 [SEP] [MASK] [MASK],147 125
299 17 323 [SEP] [MASK] [MASK],323 299
49 181 142 [SEP] [MASK] [MASK],181 142
42 46 228 [SEP] [MASK] [MASK],228 46
115 255 110 [SEP] [MASK] [MASK],255 115
193 239 297 [SEP] [MASK] [MASK],297 239
328 284 265 [SEP] [MASK] [MASK],328 284
195 226 327 [SEP] [MASK] [MASK],327 226
192 106 47 [SEP] [MASK] [MASK],192 106
37 274 252 [SEP] [MASK] [MASK],274 252
197 116 161 [SEP] [MASK] [MASK],197 161
166 303 220 [SEP] [MASK] [MASK],303 220
117 215 53 [SEP] [MASK] [MASK],215 117
310 170 120 [SEP] [MASK] [MASK],310 170
250 307 155 [SEP] [MASK] [MASK],307 250
4 192 228 [SEP] [MASK] [MASK],228 192
99 153 192 [SEP] [MASK] [MASK],192 153
131 310 121 [SEP] [MASK] [MASK],310 131
39 255 303 [SEP] [MASK] [MASK],303 255
134 145 257 [SEP] [MASK] [MASK],257 145
234 91 186 [SEP] [MASK] [MASK],234 186
315 120 148 [SEP] [MASK] [MASK],315 148
1 266 75 [SEP] [MASK] [MASK],266 75
312 274 182 [SEP] [MASK] [MASK],312 274
161 62 313 [SEP] [MASK] [MASK],313 161
136 89 135 [SEP] [MASK] [MASK],136 135
2 320 171 [SEP] [MASK] [MASK],320 171
253 277 140 [SEP] [MASK] [MASK],277 253
6 172 121 [SEP] [MASK] [MASK],172 121
246 295 311 [SEP] [MASK] [MASK],311 295
1 50 121 [SEP] [MASK] [MASK],121 50
264 26 111 [SEP] [MASK] [MASK],264 111
91 190 69 [SEP] [MASK] [MASK],190 91
264 72 214 [SEP] [MASK] [MASK],264 214
52 153 220 [SEP] [MASK] [MASK],220 153
204 4 106 [SEP] [MASK] [MASK],204 106
74 7 130 [SEP] [MASK] [MASK],130 74
253 172 281 [SEP] [MASK] [MASK],281 253
45 158 307 [SEP] [MASK] [MASK],307 158
181 191 129 [SEP] [MASK] [MASK],191 181
307 282 78 [SEP] [MASK] [MASK],307 282
162 266 74 [SEP] [MASK] [MASK],266 162
64 182 158 [SEP] [MASK] [MASK],182 158
100 42 250 [SEP] [MASK] [MASK],250 100
177 211 61 [SEP] [MASK] [MASK],211 177
264 276 292 [SEP] [MASK] [MASK],292 276
71 247 272 [SEP] [MASK] [MASK],272 247
185 82 130 [SEP] [MASK] [MASK],185 130
3 41 162 [SEP] [MASK] [MASK],162 41
269 61 17 [SEP] [MASK] [MASK],269 61
178 229 318 [SEP] [MASK] [MASK],318 229
89 150 168 [SEP] [MASK] [MASK],168 150
43 41 23 [SEP] [MASK] [MASK],43 41
312 260 225 [SEP] [MASK] [MASK],312 260
153 341 15 [SEP] [MASK] [MASK],341 153
233 199 225 [SEP] [MASK] [MASK],233 225
336 154 180 [SEP] [MASK] [MASK],336 180
160 246 321 [SEP] [MASK] [MASK],321 246
276 57 40 [SEP] [MASK] [MASK],276 57
329 201 271 [SEP] [MASK] [MASK],329 271
180 274 178 [SEP] [MASK] [MASK],274 180
200 57 30 [SEP] [MASK] [MASK],200 57
4 259 111 [SEP] [MASK] [MASK],259 111
126 298 178 [SEP] [MASK] [MASK],298 178
3 183 216 [SEP] [MASK] [MASK],216 183
133 106 109 [SEP] [MASK] [MASK],133 109
124 227 338 [SEP] [MASK] [MASK],338 227
310 211 330 [SEP] [MASK] [MASK],330 310
165 166 208 [SEP] [MASK] [MASK],208 166
275 122 306 [SEP] [MASK] [MASK],306 275
200 149 212 [SEP] [MASK] [MASK],212 200
106 199 325 [SEP] [MASK] [MASK],325 199
268 288 84 [SEP] [MASK] [MASK],288 268
21 337 114 [SEP] [MASK] [MASK],337 114
314 225 86 [SEP] [MASK] [MASK],314 225
67 235 84 [SEP] [MASK] [MASK],235 84
103 180 325 [SEP] [MASK] [MASK],325 180
143 11 105 [SEP] [MASK] [MASK],143 105
197 276 334 [SEP] [MASK] [MASK],334 276
124 291 136 [SEP] [MASK] [MASK],291 136
230 204 159 [SEP] [MASK] [MASK],230 204
77 223 166 [SEP] [MASK] [MASK],223 166
96 318 204 [SEP] [MASK] [MASK],318 204
64 72 323 [SEP] [MASK] [MASK],323 72
19 72 158 [SEP] [MASK] [MASK],158 72
140 269 171 [SEP] [MASK] [MASK],269 171
107 268 214 [SEP] [MASK] [MASK],268 214
210 205 262 [SEP] [MASK] [MASK],262 210
165 23 9 [SEP] [MASK] [MASK],165 23
163 162 105 [SEP] [MASK] [MASK],163 162
281 314 122 [SEP] [MASK] [MASK],314 281
295 177 205 [SEP] [MASK] [MASK],295 205
130 11 114 [SEP] [MASK] [MASK],130 114
215 258 129 [SEP] [MASK] [MASK],258 215
201 151 129 [SEP] [MASK] [MASK],201 151
340 106 122 [SEP] [MASK] [MASK],340 122
180 142 251 [SEP] [MASK] [MASK],251 180
182 236 36 [SEP] [MASK] [MASK],236 182
106 133 331 [SEP] [MASK] [MASK],331 133
206 82 34 [SEP] [MASK] [MASK],206 82
88 306 339 [SEP] [MASK] [MASK],339 306
38 114 248 [SEP] [MASK] [MASK],248 114
143 332 121 [SEP] [MASK] [MASK],332 143
129 155 43 [SEP] [MASK] [MASK],155 129
309 206 184 [SEP] [MASK] [MASK],309 206
266 135 95 [SEP] [MASK] [MASK],266 135
323 341 90 [SEP] [MASK] [MASK],341 323
4 244 38 [SEP] [MASK] [MASK],244 38
195 266 166 [SEP] [MASK] [MASK],266 195
303 17 119 [SEP] [MASK] [MASK],303 119
94 193 196 [SEP] [MASK] [MASK],196 193
306 156 310 [SEP] [MASK] [MASK],310 306
245 299 192 [SEP] [MASK] [MASK],299 245
64 243 66 [SEP] [MASK] [MASK],243 66
138 152 69 [SEP] [MASK] [MASK],152 138
313 2 311 [SEP] [MASK] [MASK],313 311
143 277 128 [SEP] [MASK] [MASK],277 143
158 160 10 [SEP] [MASK] [MASK],160 158
315 172 64 [SEP] [MASK] [MASK],315 172
149 136 226 [SEP] [MASK] [MASK],226 149
165 151 236 [SEP] [MASK] [MASK],236 165
325 341 257 [SEP] [MASK] [MASK],341 325
274 46 27 [SEP] [MASK] [MASK],274 46
31 127 171 [SEP] [MASK] [MASK],171 127
273 331 8 [SEP] [MASK] [MASK],331 273
170 268 130 [SEP] [MASK] [MASK],268 170
164 178 198 [SEP] [MASK] [MASK],198 178
188 45 15 [SEP] [MASK] [MASK],188 45
241 312 270 [SEP] [MASK] [MASK],312 270
315 135 177 [SEP] [MASK] [MASK],315 177
33 177 212 [SEP] [MASK] [MASK],212 177
125 29 284 [SEP] [MASK] [MASK],284 125
284 143 225 [SEP] [MASK] [MASK],284 225
130 88 256 [SEP] [MASK] [MASK],256 130
40 173 276 [SEP] [MASK] [MASK],276 173
37 194 247 [SEP] [MASK] [MASK],247 194
81 144 167 [SEP] [MASK] [MASK],167 144
269 309 208 [SEP] [MASK] [MASK],309 269
30 241 155 [SEP] [MASK] [MASK],241 155
94 83 319 [SEP] [MASK] [MASK],319 94
180 122 207 [SEP] [MASK] [MASK],207 180
172 151 329 [SEP] [MASK] [MASK],329 172
281 25 304 [SEP] [MASK] [MASK],304 281
8 251 341 [SEP] [MASK] [MASK],341 251
165 67 183 [SEP] [MASK] [MASK],183 165
220 166 147 [SEP] [MASK] [MASK],220 166
323 188 68 [SEP] [MASK] [MASK],323 188
231 340 115 [SEP] [MASK] [MASK],340 231
188 319 102 [SEP] [MASK] [MASK],319 188
313 48 122 [SEP] [MASK] [MASK],313 122
135 238 216 [SEP] [MASK] [MASK],238 216
26 222 89 [SEP] [MASK] [MASK],222 89
246 49 297 [SEP] [MASK] [MASK],297 246
231 136 306 [SEP] [MASK] [MASK],306 231
244 329 222 [SEP] [MASK] [MASK],329 244
282 46 133 [SEP] [MASK] [MASK],282 133
288 305 225 [SEP] [MASK] [MASK],305 288
19 258 215 [SEP] [MASK] [MASK],258 215
287 187 328 [SEP] [MASK] [MASK],328 287
50 72 194 [SEP] [MASK] [MASK],194 72
219 284 172 [SEP] [MASK] [MASK],284 219
204 93 226 [SEP] [MASK] [MASK],226 204
23 80 71 [SEP] [MASK] [MASK],80 71
160 110 1 [SEP] [MASK] [MASK],160 110
132 97 304 [SEP] [MASK] [MASK],304 132
177 47 122 [SEP] [MASK] [MASK],177 122
186 160 98 [SEP] [MASK] [MASK],186 160
78 246 194 [SEP] [MASK] [MASK],246 194
300 19 199 [SEP] [MASK] [MASK],300 199
164 288 331 [SEP] [MASK] [MASK],331 288
145 160 250 [SEP] [MASK] [MASK],250 160
157 4 109 [SEP] [MASK] [MASK],157 109
58 193 258 [SEP] [MASK] [MASK],258 193
113 341 54 [SEP] [MASK] [MASK],341 113
201 105 54 [SEP] [MASK] [MASK],201 105
191 67 122 [SEP] [MASK] [MASK],191 122
159 327 252 [SEP] [MASK] [MASK],327 252
53 168 323 [SEP] [MASK] [MASK],323 168
241 331 6 [SEP] [MASK] [MASK],331 241
224 199 69 [SEP] [MASK] [MASK],224 199
330 83 26 [SEP] [MASK] [MASK],330 83
15 143 245 [SEP] [MASK] [MASK],245 143
88 306 97 [SEP] [MASK] [MASK],306 97
286 187 127 [SEP] [MASK] [MASK],286 187
214 213 57 [SEP] [MASK] [MASK],214 213
243 144 120 [SEP] [MASK] [MASK],243 144
194 176 276 [SEP] [MASK] [MASK],276 194
99 72 171 [SEP] [MASK] [MASK],171 99
227 285 197 [SEP] [MASK] [MASK],285 227
103 331 262 [SEP] [MASK] [MASK],331 262
